image_index,class_index,class_name,simple_prompt,complex_prompt
43284,6,frog,a cropped photo of a frog.,a jpeg corrupted photo of a strange frog.
43285,2,bird,a cropped photo of a bird.,a black and white photo of the colorful bird.
43286,2,bird,a close-up photo of a bird.,a pixelated photo of the fast bird.
43287,2,bird,a small photo of the bird.,a pixelated photo of the colorful bird.
43288,0,airplane,a pixelated photo of the airplane.,a low resolution photo of a cute airplane.
43289,0,airplane,a rendition of a airplane.,a bad photo of a noisy airplane.
43290,1,automobile,a cropped photo of a automobile.,a close-up photo of a strange automobile.
43291,8,ship,a bright photo of a ship.,a photo of a strange ship.
43292,0,airplane,a black and white photo of the airplane.,a pixelated photo of the realistic airplane.
43293,7,horse,a small photo of the horse.,a black and white photo of the realistic horse.
43294,4,deer,a bad photo of a deer.,a cropped photo of a modern deer.
43295,3,cat,a blurry photo of a cat.,a rendition of a modern cat.
43296,4,deer,a cropped photo of a deer.,a photo of a small deer.
43297,1,automobile,a small photo of the automobile.,a photo of a modern automobile.
43298,6,frog,a pixelated photo of the frog.,a close-up photo of a fast frog.
43299,4,deer,a black and white photo of the deer.,a bright photo of a strange deer.
43300,2,bird,a photo of a bird.,a low resolution photo of a small bird.
43301,0,airplane,a close-up photo of a airplane.,a rendition of a realistic airplane.
43302,6,frog,a bad photo of a frog.,a photo of a colorful frog.
43303,0,airplane,a close-up photo of a airplane.,a cropped photo of a small airplane.
43304,4,deer,a black and white photo of the deer.,a low resolution photo of a noisy deer.
43305,7,horse,a cropped photo of a horse.,a close-up photo of a colorful horse.
43306,4,deer,a jpeg corrupted photo of a deer.,a photo of a fast deer.
43307,5,dog,a jpeg corrupted photo of a dog.,a pixelated photo of the old dog.
43308,6,frog,a bad photo of a frog.,a low resolution photo of a strange frog.
43309,7,horse,a low resolution photo of a horse.,a black and white photo of the small horse.
43310,9,truck,a small photo of the truck.,a bright photo of a noisy truck.
43311,9,truck,a jpeg corrupted photo of a truck.,a bright photo of a old truck.
43312,2,bird,a photo of a bird.,a rendition of a strange bird.
43313,3,cat,a jpeg corrupted photo of a cat.,a small photo of the fast cat.
43314,2,bird,a low resolution photo of a bird.,a jpeg corrupted photo of a fast bird.
43315,5,dog,a low resolution photo of a dog.,a rendition of a realistic dog.
43316,7,horse,a bad photo of a horse.,a cropped photo of a big horse.
43317,1,automobile,a pixelated photo of the automobile.,a rendition of a realistic automobile.
43318,3,cat,a bright photo of a cat.,a photo of a big cat.
43319,2,bird,a small photo of the bird.,a black and white photo of the big bird.
43320,7,horse,a bad photo of a horse.,a jpeg corrupted photo of a cute horse.
43321,5,dog,a small photo of the dog.,a black and white photo of the strange dog.
43322,7,horse,a photo of a horse.,a cropped photo of a noisy horse.
43323,5,dog,a jpeg corrupted photo of a dog.,a low resolution photo of a small dog.
43324,0,airplane,a rendition of a airplane.,a pixelated photo of the small airplane.
43325,9,truck,a black and white photo of the truck.,a small photo of the fast truck.
43326,9,truck,a black and white photo of the truck.,a photo of a fast truck.
43327,4,deer,a cropped photo of a deer.,a pixelated photo of the small deer.
43328,3,cat,a small photo of the cat.,a photo of a noisy cat.
43329,9,truck,a close-up photo of a truck.,a rendition of a old truck.
43330,5,dog,a bright photo of a dog.,a blurry photo of a colorful dog.
43331,2,bird,a low resolution photo of a bird.,a photo of a colorful bird.
43332,9,truck,a black and white photo of the truck.,a pixelated photo of the colorful truck.
43333,9,truck,a black and white photo of the truck.,a bad photo of a modern truck.
43334,8,ship,a bright photo of a ship.,a close-up photo of a strange ship.
43335,4,deer,a small photo of the deer.,a small photo of the big deer.
43336,3,cat,a jpeg corrupted photo of a cat.,a photo of a colorful cat.
43337,4,deer,a blurry photo of a deer.,a small photo of the strange deer.
43338,5,dog,a blurry photo of a dog.,a photo of a strange dog.
43339,3,cat,a jpeg corrupted photo of a cat.,a rendition of a colorful cat.
43340,5,dog,a jpeg corrupted photo of a dog.,a close-up photo of a colorful dog.
43341,9,truck,a close-up photo of a truck.,a cropped photo of a realistic truck.
43342,0,airplane,a jpeg corrupted photo of a airplane.,a low resolution photo of a big airplane.
43343,7,horse,a small photo of the horse.,a close-up photo of a cute horse.
43344,8,ship,a blurry photo of a ship.,a cropped photo of a colorful ship.
43345,5,dog,a black and white photo of the dog.,a jpeg corrupted photo of a big dog.
43346,9,truck,a small photo of the truck.,a black and white photo of the noisy truck.
43347,5,dog,a jpeg corrupted photo of a dog.,a low resolution photo of a small dog.
43348,8,ship,a cropped photo of a ship.,a small photo of the strange ship.
43349,3,cat,a photo of a cat.,a black and white photo of the realistic cat.
43350,8,ship,a cropped photo of a ship.,a blurry photo of a realistic ship.
43351,4,deer,a small photo of the deer.,a small photo of the cute deer.
43352,3,cat,a photo of a cat.,a close-up photo of a noisy cat.
43353,6,frog,a pixelated photo of the frog.,a pixelated photo of the modern frog.
43354,9,truck,a close-up photo of a truck.,a small photo of the old truck.
43355,7,horse,a low resolution photo of a horse.,a cropped photo of a colorful horse.
43356,1,automobile,a photo of a automobile.,a black and white photo of the fast automobile.
43357,8,ship,a jpeg corrupted photo of a ship.,a small photo of the big ship.
43358,7,horse,a photo of a horse.,a bright photo of a colorful horse.
43359,1,automobile,a photo of a automobile.,a small photo of the modern automobile.
43360,7,horse,a black and white photo of the horse.,a small photo of the fast horse.
43361,2,bird,a bright photo of a bird.,a pixelated photo of the modern bird.
43362,8,ship,a cropped photo of a ship.,a rendition of a big ship.
43363,0,airplane,a blurry photo of a airplane.,a bad photo of a fast airplane.
43364,4,deer,a small photo of the deer.,a photo of a noisy deer.
43365,2,bird,a pixelated photo of the bird.,a photo of a old bird.
43366,5,dog,a rendition of a dog.,a pixelated photo of the noisy dog.
43367,2,bird,a photo of a bird.,a low resolution photo of a old bird.
43368,0,airplane,a photo of a airplane.,a bad photo of a realistic airplane.
43369,1,automobile,a jpeg corrupted photo of a automobile.,a photo of a cute automobile.
43370,7,horse,a small photo of the horse.,a low resolution photo of a noisy horse.
43371,1,automobile,a bright photo of a automobile.,a black and white photo of the modern automobile.
43372,1,automobile,a close-up photo of a automobile.,a pixelated photo of the old automobile.
43373,6,frog,a cropped photo of a frog.,a small photo of the modern frog.
43374,4,deer,a bad photo of a deer.,a rendition of a colorful deer.
43375,0,airplane,a rendition of a airplane.,a pixelated photo of the strange airplane.
43376,9,truck,a photo of a truck.,a pixelated photo of the realistic truck.
43377,9,truck,a bad photo of a truck.,a small photo of the old truck.
43378,0,airplane,a pixelated photo of the airplane.,a jpeg corrupted photo of a big airplane.
43379,6,frog,a photo of a frog.,a bright photo of a colorful frog.
43380,6,frog,a bad photo of a frog.,a close-up photo of a cute frog.
43381,8,ship,a small photo of the ship.,a rendition of a modern ship.
43382,3,cat,a close-up photo of a cat.,a small photo of the small cat.
43383,8,ship,a cropped photo of a ship.,a low resolution photo of a strange ship.
43384,9,truck,a cropped photo of a truck.,a photo of a modern truck.
43385,3,cat,a bad photo of a cat.,a black and white photo of the realistic cat.
43386,4,deer,a pixelated photo of the deer.,a bright photo of a strange deer.
43387,5,dog,a low resolution photo of a dog.,a low resolution photo of a cute dog.
43388,6,frog,a low resolution photo of a frog.,a bright photo of a colorful frog.
43389,6,frog,a close-up photo of a frog.,a bright photo of a realistic frog.
43390,6,frog,a low resolution photo of a frog.,a pixelated photo of the modern frog.
43391,4,deer,a pixelated photo of the deer.,a pixelated photo of the realistic deer.
43392,6,frog,a rendition of a frog.,a bad photo of a realistic frog.
43393,7,horse,a bad photo of a horse.,a blurry photo of a fast horse.
43394,1,automobile,a blurry photo of a automobile.,a bright photo of a modern automobile.
43395,5,dog,a small photo of the dog.,a cropped photo of a realistic dog.
43396,7,horse,a jpeg corrupted photo of a horse.,a low resolution photo of a modern horse.
43397,5,dog,a bright photo of a dog.,a close-up photo of a big dog.
43398,1,automobile,a jpeg corrupted photo of a automobile.,a bright photo of a modern automobile.
43399,5,dog,a small photo of the dog.,a cropped photo of a colorful dog.
43400,8,ship,a low resolution photo of a ship.,a jpeg corrupted photo of a realistic ship.
43401,9,truck,a small photo of the truck.,a pixelated photo of the strange truck.
43402,3,cat,a pixelated photo of the cat.,a low resolution photo of a noisy cat.
43403,0,airplane,a black and white photo of the airplane.,a black and white photo of the small airplane.
43404,5,dog,a photo of a dog.,a bad photo of a colorful dog.
43405,9,truck,a blurry photo of a truck.,a jpeg corrupted photo of a realistic truck.
43406,9,truck,a black and white photo of the truck.,a jpeg corrupted photo of a strange truck.
43407,6,frog,a black and white photo of the frog.,a close-up photo of a big frog.
43408,8,ship,a blurry photo of a ship.,a jpeg corrupted photo of a fast ship.
43409,8,ship,a bad photo of a ship.,a pixelated photo of the modern ship.
43410,4,deer,a close-up photo of a deer.,a small photo of the colorful deer.
43411,3,cat,a close-up photo of a cat.,a low resolution photo of a modern cat.
43412,5,dog,a bright photo of a dog.,a bright photo of a big dog.
43413,1,automobile,a low resolution photo of a automobile.,a bright photo of a strange automobile.
43414,6,frog,a rendition of a frog.,a close-up photo of a fast frog.
43415,6,frog,a bright photo of a frog.,a low resolution photo of a small frog.
43416,1,automobile,a pixelated photo of the automobile.,a cropped photo of a modern automobile.
43417,1,automobile,a low resolution photo of a automobile.,a blurry photo of a colorful automobile.
43418,5,dog,a jpeg corrupted photo of a dog.,a rendition of a colorful dog.
43419,9,truck,a black and white photo of the truck.,a pixelated photo of the colorful truck.
43420,4,deer,a small photo of the deer.,a pixelated photo of the old deer.
43421,2,bird,a pixelated photo of the bird.,a rendition of a strange bird.
43422,2,bird,a pixelated photo of the bird.,a close-up photo of a noisy bird.
43423,8,ship,a photo of a ship.,a black and white photo of the realistic ship.
43424,6,frog,a rendition of a frog.,a black and white photo of the realistic frog.
43425,5,dog,a blurry photo of a dog.,a low resolution photo of a fast dog.
43426,6,frog,a blurry photo of a frog.,a jpeg corrupted photo of a small frog.
43427,0,airplane,a bad photo of a airplane.,a rendition of a big airplane.
43428,3,cat,a close-up photo of a cat.,a jpeg corrupted photo of a cute cat.
43429,8,ship,a rendition of a ship.,a blurry photo of a realistic ship.
43430,3,cat,a close-up photo of a cat.,a low resolution photo of a fast cat.
43431,6,frog,a blurry photo of a frog.,a blurry photo of a colorful frog.
43432,8,ship,a small photo of the ship.,a jpeg corrupted photo of a noisy ship.
43433,5,dog,a black and white photo of the dog.,a black and white photo of the realistic dog.
43434,6,frog,a bad photo of a frog.,a black and white photo of the realistic frog.
43435,7,horse,a pixelated photo of the horse.,a rendition of a modern horse.
43436,7,horse,a close-up photo of a horse.,a bad photo of a modern horse.
43437,9,truck,a bright photo of a truck.,a blurry photo of a big truck.
43438,3,cat,a bad photo of a cat.,a black and white photo of the strange cat.
43439,6,frog,a blurry photo of a frog.,a blurry photo of a strange frog.
43440,3,cat,a photo of a cat.,a low resolution photo of a cute cat.
43441,2,bird,a low resolution photo of a bird.,a pixelated photo of the small bird.
43442,0,airplane,a small photo of the airplane.,a pixelated photo of the cute airplane.
43443,2,bird,a rendition of a bird.,a pixelated photo of the colorful bird.
43444,8,ship,a bright photo of a ship.,a bad photo of a small ship.
43445,7,horse,a cropped photo of a horse.,a blurry photo of a small horse.
43446,5,dog,a black and white photo of the dog.,a pixelated photo of the old dog.
43447,1,automobile,a blurry photo of a automobile.,a blurry photo of a fast automobile.
